Timestamp,Avg Distance,Avg Velocity,Avg Acceleration,Avg Angle,Left Clicks,Right Clicks,Middle Clicks,Wheel Scrolls,Label
2025-01-13 10:44:34,23.463155361944878,3303.6342290147454,199291.9022268764,-123.22089200325135,0,0,0,0,normal
2025-01-13 10:44:35,27.720020993490802,3760.576090499745,-3155.6083918014883,28.01777679998274,0,0,0,0,normal
2025-01-13 10:44:36,21.704031961236222,6987.269179772626,3802876.214654528,7.093643781334409,0,0,0,0,normal
2025-01-13 10:44:37,15.838262465227457,2132.948735968076,-78847.24983992608,-128.82618688575914,0,0,0,0,normal
2025-01-13 10:44:38,0.0,0.0,0.0,0.0,0,0,0,0,normal
2025-01-13 10:44:39,0.0,0.0,0.0,0.0,0,0,0,0,normal
2025-01-13 10:44:40,7.5054602310980645,1011.3806005656348,4288.376343631847,7.179755480591767,0,0,0,0,normal
2025-01-13 10:44:41,9.335613344805424,1262.113585163856,5204.817653311451,8.932338250215528,0,0,0,0,normal
2025-01-13 10:44:42,10.47475448281648,1426.853629667654,-523.2943903428816,12.553405359616248,0,0,0,0,normal
2025-01-13 10:44:43,9.697802338540503,1305.3139433563397,-1344.4027001426114,-35.54592783701918,0,0,0,0,normal
2025-01-13 10:44:44,8.68614208678546,1170.0285113636412,4211.804549038468,39.826676327607686,0,0,0,0,normal
2025-01-13 10:44:45,17.148282776161885,2365.0837163417555,24123.349549815062,118.11080138715161,0,0,0,0,normal
2025-01-13 10:44:46,0.0,0.0,0.0,0.0,0,0,0,0,normal
2025-01-13 10:44:47,0.0,0.0,0.0,0.0,0,0,0,0,normal
2025-01-13 10:44:48,27.525516720513906,7028.586672428439,3429714.4805164426,14.388842770141894,0,0,0,0,normal
2025-01-13 10:44:49,26.045934687447982,3484.813482940824,2647.1581377329467,0.964589488012229,0,0,0,0,normal
2025-01-13 10:44:50,1.8495864094170424,219.37851455824946,9080.366756534027,11.25,0,0,0,0,normal
2025-01-13 10:44:51,6.6687305672021475,892.1305481655781,2689.502218537145,84.70289520518159,1,0,0,0,normal
2025-01-13 10:44:52,47.203821977979715,7048.254885223469,409559.89606566203,5.866970994522197,0,0,0,0,normal
2025-01-13 10:44:53,63.856132581546554,24902.709651768622,48488073.02270303,21.0096633838877,0,0,0,0,normal
2025-01-13 10:44:54,26.035758219535335,3543.392829825362,17253.93382199189,19.07920013822515,0,0,0,0,normal
2025-01-13 10:44:55,25.733865303423492,3467.23541916269,2456.624791889996,-0.6723132270892206,0,0,0,0,normal
2025-01-13 10:44:56,13.896090953844961,1854.8566716214232,1925.4516069612678,32.23660368568529,0,0,0,0,normal
2025-01-13 10:44:57,21.2461026921019,2855.8070830527536,8942.926531496389,41.07648286344798,0,0,0,0,normal
2025-01-13 10:44:58,14.856774699123795,1975.3368234042039,253.21575286155067,25.705559124298645,0,0,0,0,normal
2025-01-13 10:44:59,46.70173882970963,11513.340168121355,8966534.786840662,70.49572483094703,0,0,0,0,normal
2025-01-13 10:45:00,49.191633190621566,14123.492742537752,4606304.579434497,24.73791716149345,0,0,0,0,normal
2025-01-13 10:45:01,7.5106899026236436,1006.9990680849595,1194.0522619304281,-4.429485196789487,0,0,0,0,normal
2025-01-13 10:45:02,18.764659771342316,2552.872348497758,7162.3550447935895,21.76091292282193,0,0,0,0,normal
2025-01-13 10:45:03,14.053324067332829,1899.8685154964542,-22841.04236967053,11.689974010166711,0,0,0,0,normal
2025-01-13 10:45:04,0.0,0.0,0.0,0.0,0,0,0,0,normal
2025-01-13 10:45:05,46.14001866638924,6232.143069729211,5846.58444495629,26.181452140268007,0,0,0,0,normal
2025-01-13 10:45:06,55.61320104720874,8282.926733185872,934449.6519942499,48.567184990808684,0,0,0,0,normal
2025-01-13 10:45:07,9.851451739591237,1898.2633182669838,743492.6926544325,24.67312129312703,0,0,0,0,normal
2025-01-13 10:45:08,23.023375354691083,3073.810809815095,5893.615474235879,39.98440071195758,0,0,0,0,normal
2025-01-13 10:45:09,12.929801735792637,1732.3217716405888,2931.2453315627718,-65.51110843003792,0,0,0,0,normal
2025-01-13 10:45:10,10.385913823380355,1394.074035146813,-1206.5775816189318,62.96194363838124,0,0,0,0,normal
2025-01-13 10:45:11,6.289987394906992,840.9701104056712,1818.1591165881032,-21.6418104893309,0,0,0,0,normal
2025-01-13 10:45:12,3.4245146830194817,455.4440052612502,1783.6170255818854,-91.04147673094678,0,0,0,0,normal
2025-01-13 10:45:13,1.3593325438836092,180.57680359310422,-1157.5192972549028,20.784858596855358,0,0,0,0,normal
2025-01-13 10:45:14,1.0,2.953240231566822,8.721627865344855,90.0,0,0,0,0,normal
2025-01-13 10:45:15,0.0,0.0,0.0,0.0,0,0,0,0,normal
2025-01-13 10:45:16,0.0,0.0,0.0,0.0,0,0,0,0,normal
2025-01-13 10:45:17,0.0,0.0,0.0,0.0,0,0,0,0,normal
2025-01-13 10:45:18,0.0,0.0,0.0,0.0,0,0,0,0,normal
2025-01-13 10:45:19,0.0,0.0,0.0,0.0,0,0,0,0,normal
2025-01-13 10:45:20,0.0,0.0,0.0,0.0,0,0,0,0,normal
2025-01-13 10:45:21,0.0,0.0,0.0,0.0,0,0,0,0,normal
2025-01-13 10:45:22,0.0,0.0,0.0,0.0,0,0,0,0,normal
2025-01-13 10:45:23,0.0,0.0,0.0,0.0,0,0,0,0,normal
2025-01-13 10:45:24,0.0,0.0,0.0,0.0,0,0,0,0,normal
2025-01-13 10:45:25,0.0,0.0,0.0,0.0,0,0,0,0,normal
